times, tumor_cell_fraction_error
720.00000000,0.00161945
750.00000000,0.00908978
780.00000000,0.01343619
810.00000000,0.01847061
840.00000000,0.01863024
870.00000000,0.02917258
900.00000000,0.04678271
930.00000000,0.07123234
960.00000000,0.08774381
990.00000000,0.09375685
1020.00000000,0.10031125
1050.00000000,0.11230166
1080.00000000,0.11512680
1110.00000000,0.11789203
1140.00000000,0.12755665
1170.00000000,0.13089899
1200.00000000,0.13371881
1230.00000000,0.14116473
1260.00000000,0.14795946
1290.00000000,0.14796456
1320.00000000,0.15607170
1350.00000000,0.16330027
1380.00000000,0.16616584
1410.00000000,0.18084286
1440.00000000,0.18837757
1470.00000000,0.20477564
1500.00000000,0.22597985
1530.00000000,0.22998626
1560.00000000,0.25170054
1590.00000000,0.27577640
1620.00000000,0.29753277
1650.00000000,0.30748687
1680.00000000,0.32268719
1710.00000000,0.34830982
1740.00000000,0.37478506
1770.00000000,0.40385525
1800.00000000,0.43019793
1830.00000000,0.45979599
1860.00000000,0.48697421
1890.00000000,0.51761595
1920.00000000,0.54739495
1950.00000000,0.58085062
1980.00000000,0.60528534
2010.00000000,0.62134417
2040.00000000,0.64198578
2070.00000000,0.65876971
2100.00000000,0.67283395
2130.00000000,0.68275955
2160.00000000,0.69677486
2190.00000000,0.71562510
2220.00000000,0.73983267
2250.00000000,0.76283970
2280.00000000,0.79389297
2310.00000000,0.83232719
2340.00000000,0.85741142
2370.00000000,0.87120864
2400.00000000,0.88089581
2430.00000000,0.88660473
2460.00000000,0.88996858
2490.00000000,0.89619638
2520.00000000,0.90364274
2550.00000000,0.91135154
2580.00000000,0.92098822
2610.00000000,0.93677201
2640.00000000,0.95323346
2670.00000000,0.96956775
2700.00000000,0.97621999
2730.00000000,0.99720901
2760.00000000,1.01393572
2790.00000000,1.02955212
2820.00000000,1.04326696
2850.00000000,1.05410276
2880.00000000,1.07134934
2910.00000000,1.08183137
2940.00000000,1.09166024
2970.00000000,1.09389077
3000.00000000,1.09840366
3030.00000000,1.10308872
3060.00000000,1.10815406
3090.00000000,1.11255573
3120.00000000,1.12023022
3150.00000000,1.12297201
3180.00000000,1.13051617
3210.00000000,1.13180395
3240.00000000,1.13243130
3270.00000000,1.13472940
3300.00000000,1.14266711
3330.00000000,1.14642185
3360.00000000,1.14937808
3390.00000000,1.15179246
3420.00000000,1.15523074
3450.00000000,1.15793790
3480.00000000,1.16246833
3510.00000000,1.16422158
3540.00000000,1.16441478
3570.00000000,1.16814824
3600.00000000,1.17071059
